MSW05_Order	MSW05_Family	MSW05_Binomial	AdultBodyMass_g	AdultHeadBodyLen_mm	AgeatFirstBirth_d	BasalMetRate_mLO2hr	BasalMetRateMass_g	DietBreadth	GestationLen_d	HabitatBreadth	HomeRange_km2	InterbirthInterval_d	LitterSize	LittersPerYear	MaxLongevity_m	NeonateBodyMass_g	NeonateHeadBodyLen_mm	PopulationDensity_n_km2	PopulationGrpSize	SexualMaturityAge_d	SocialGrpSize	Terrestriality	TrophicLevel	WeaningAge_d	WeaningBodyMass_g	WeaningHeadBodyLen_mm	GR_Area_km2	GR_MaxLat_dd	GR_MinLat_dd	GR_MidRangeLat_dd	GR_MaxLong_dd	GR_MinLong_dd	GR_MidRangeLong_dd	HuPopDen_Min_n_km2	HuPopDen_Mean_n_km2	HuPopDen_Change	Precip_Mean_mm	Temp_Mean_01degC	AET_Mean_mm	PET_Mean_mm
Chiroptera	Vespertilionidae	Lasiurus_xanthinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1420033.9	32.64	17.96	25.3	-96.78	-117.09	-106.93	0	44.71	0.11	40.55	182.88	606.76	1247.39
Chiroptera	Pteropodidae	Latidens_salimalii	NA	106.38	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	563.41	10.58	10.33	10.46	77.64	77.39	77.51	233	313.49	0.05	118.02	279.74	1084.51	1427.49
Chiroptera	Megadermatidae	Lavia_frons	23.8	66.99	NA	NA	NA	1	93.86	1	NA	NA	0.99	1	NA	NA	NA	NA	NA	NA	NA	2	3	53.48	NA	NA	13982556.19	20.29	-15.63	2.32	48.9	-16.67	16.11	0	32.22	0.12	78.97	249.89	818	1564.3
Rodentia	Muridae	Leggadina_forresti	23.88	84.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.53	NA	NA	NA	30	NA	NA	1812559.72	-17.15	-30.89	-24.02	144.61	128.36	136.49	0	0.03	0.01	22.63	217.06	299.82	1393.05
Rodentia	Muridae	Leggadina_lakedownensis	17.5	NA	NA	NA	NA	NA	32.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.53	NA	NA	NA	30	NA	NA	704032.46	-12.18	-23.83	-18	145.54	114.68	130.11	0	0.92	0.01	60.66	259.91	664.37	1692.25
Rodentia	Muridae	Leimacomys_buettneri	54.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4323.64	8.86	7.86	8.36	0.84	0.33	0.59	34	43.8	0.22	113.59	264.39	1148.64	1681.18
Rodentia	Cricetidae	Lemmiscus_curtatus	28.27	102.68	NA	50.29	30.3	4	25.16	2	NA	NA	5.11	NA	NA	1.47	27	589.92	NA	60.62	NA	1	1	21	NA	NA	1661694.53	52.58	35.61	44.1	-101.4	-122.37	-111.89	0	5.03	0.05	27.94	55.52	349.42	748.97
Rodentia	Muridae	Margaretamys_elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	313.91	-1.13	-1.31	-1.22	120.21	120.03	120.12	41	41	0.1	209	164	1783	2005
Rodentia	Muridae	Margaretamys_parvus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	313.91	-1.13	-1.31	-1.22	120.21	120.03	120.12	41	41	0.1	209	164	1783	2005
Didelphimorphia	Didelphidae	Marmosa_andersoni	47.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	412.04	-13.42	-13.63	-13.52	-72.47	-72.68	-72.58	15	29.49	0.05	61.99	96.99	757.81	1306.5
Didelphimorphia	Didelphidae	Marmosa_lepida	14	108	NA	NA	NA	NA	NA	NA	NA	NA	4.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	441236.47	6	-16.83	-5.41	-54.01	-77.66	-65.83	0	3.4	0.12	197.72	256.08	1464.93	1513.82
Didelphimorphia	Didelphidae	Marmosa_mexicana	49.06	133.76	NA	NA	NA	3	NA	2	NA	NA	11.6	NA	84	NA	NA	NA	NA	NA	1	2	2	NA	NA	NA	905454.61	23.86	7.19	15.53	-79.94	-99.61	-89.77	2	56.51	0.14	146.72	233.43	1258.35	1609.8
Didelphimorphia	Didelphidae	Marmosa_murina	36.28	120.57	NA	NA	NA	3	13.27	2	NA	NA	8.4	NA	NA	0.09	NA	55.8	NA	NA	1	2	2	62	NA	NA	6413981.4	11.33	-23.1	-5.88	-34.79	-77.78	-56.28	0	19.42	0.11	174.96	250.83	1407.64	1593.86
Didelphimorphia	Didelphidae	Marmosa_quichua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Didelphimorphia	Didelphidae	Marmosa_robinsoni	60.57	150.12	NA	97.6	122	3	13.83	2	1.55E-03	134	9.5	1.5	24	0.08	NA	189.03	NA	253.82	1	2	2	64.63	10.48	NA	704865.99	17.44	-3.21	7.11	-60.51	-90.12	-75.32	1	81.24	0.12	141.3	245.93	1336.2	1688.48
Didelphimorphia	Didelphidae	Marmosa_rubra	62.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	272062.11	1.53	-9.78	-4.12	-73.33	-77.71	-75.52	1	5.28	0.16	192.7	261.74	1423.23	1451.63
Didelphimorphia	Didelphidae	Marmosa_tyleriana	32.4	119.28	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256123.42	6.68	0.92	3.8	-60.85	-67.7	-64.28	0	0.52	0.11	187.92	230.56	1643.66	1690.42
Didelphimorphia	Didelphidae	Marmosa_xerophila	46.2	131	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	74940.72	12.46	9.68	11.07	-68.22	-72.73	-70.47	6	60.45	0.12	58.71	258.42	1198.08	1904.41
Didelphimorphia	Didelphidae	Marmosops_bishopi	NA	103.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Didelphimorphia	Didelphidae	Marmosops_cracens	26.26	105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4912.21	11.34	10.64	10.99	-68.41	-69.54	-68.97	15	30.86	0.07	72.84	273.5	1168.85	1999.22
Didelphimorphia	Didelphidae	Marmosops_dorothea	37.5	152.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	220881.33	-14	-19.07	-16.54	-60.03	-67.32	-63.67	1	5.25	0.16	95.96	239.96	1257.19	1446.88
Didelphimorphia	Didelphidae	Marmosops_fuscatus	45.15	130.85	NA	NA	NA	2	NA	2	NA	NA	5.47	2	NA	NA	NA	88.57	NA	185.61	NA	2	2	NA	NA	NA	117128.88	11.33	5.29	8.31	-60.51	-73.32	-66.91	4	116.26	0.1	99.22	218.42	1339.28	1712.56
Didelphimorphia	Didelphidae	Marmosops_handleyi	30.7	113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	373.34	7.19	7	7.1	-75.36	-75.56	-75.46	19	19	0.11	145	189	1547.5	1621.5
Didelphimorphia	Didelphidae	Marmosops_impavidus	41.71	137.5	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	973342.07	8.19	-10.27	-1.03	-65.38	-79.66	-72.52	0	27.97	0.11	199.1	227.51	1417.42	1513.91
Didelphimorphia	Didelphidae	Marmosops_incanus	59.88	131.5	NA	NA	NA	2	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	2	64.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Didelphimorphia	Didelphidae	Marmosops_invictus	29.19	111.27	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	23715.9	9.27	7.08	8.18	-77.22	-82.77	-80	3	34.22	0.06	210.58	254.29	1552.51	1695.42
Didelphimorphia	Didelphidae	Marmosops_juninensis	NA	118.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Didelphimorphia	Didelphidae	Marmosops_neblina	NA	123.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Primates	Hylobatidae	Hylobates_moloch	5860.81	675.6	NA	NA	NA	4	241.2	NA	0.12	730	1	0.42	NA	NA	NA	6.18	NA	NA	2.15	NA	2	NA	NA	NA	20157.87	-6.49	-7.52	-7	110.41	106.6	108.51	570	1249.44	0.06	211.91	238.25	1601.11	1755.37
Primates	Hylobatidae	Hylobates_muelleri	5909.81	545	NA	NA	NA	4	206.7	NA	0.26	1095	1.02	NA	NA	NA	NA	10.2	NA	NA	3.2	NA	2	NA	NA	NA	511224.13	6.45	-4.18	1.13	119.26	108.83	114.05	1	28.17	0.2	266.53	240.08	1679.44	1707.78
Primates	Hylobatidae	Hylobates_pileatus	5542.37	542.49	NA	NA	NA	5	200.16	1	0.23	NA	1	NA	432	NA	NA	23.7	4	2454.24	3.25	2	2	635.13	NA	NA	140831.03	15.35	10.48	12.92	106.66	100.68	103.67	3	69.09	0.09	157.6	259.9	1202.35	1711.54
